feature,importance_mean,importance_std
"cat__lat_long_33.897122, -118.164432",0.0,0.0
"cat__lat_long_33.897253, -117.792202",0.0,0.0
"cat__lat_long_33.90139, -118.315697",0.0,0.0
"cat__lat_long_33.902045, -118.008961",0.0,0.0
"cat__lat_long_33.902211, -117.914922",0.0,0.0
"cat__lat_long_33.905963, -118.08263",0.0,0.0
"cat__lat_long_33.906496, -116.569499",0.0,0.0
"cat__lat_long_33.907361, -117.109972",0.0,0.0
"cat__lat_long_33.912246, -118.236773",0.0,0.0
"cat__lat_long_33.924143, -117.79387",0.0,0.0
"cat__lat_long_33.914775, -118.348083",0.0,0.0
"cat__lat_long_33.917145, -118.401554",0.0,0.0
"cat__lat_long_33.918043, -117.617809",0.0,0.0
"cat__lat_long_33.920907, -117.489426",0.0,0.0
"cat__lat_long_33.92128, -118.274186",0.0,0.0
"cat__lat_long_33.921793, -118.140588",0.0,0.0
"cat__lat_long_33.923149, -117.244933",0.0,0.0
"cat__lat_long_33.923573, -118.200669",0.0,0.0
"cat__lat_long_33.956228, -118.120993",0.0,0.0
"cat__lat_long_33.956445, -118.358634",0.0,0.0
"cat__lat_long_33.958134, -118.330905",0.0,0.0
"cat__lat_long_34.003243, -117.138286",0.0,0.0
"cat__lat_long_33.993991, -118.39704",0.0,0.0
"cat__lat_long_33.994524, -118.149953",0.0,0.0
"cat__lat_long_33.994676, -117.372498",0.0,0.0
"cat__lat_long_33.998471, -117.973758",0.0,0.0
"cat__lat_long_33.999992, -117.535395",0.0,0.0
"cat__lat_long_34.001617, -118.222274",0.0,0.0
"cat__lat_long_34.002028, -118.430656",0.0,0.0
"cat__lat_long_34.002642, -118.287596",0.0,0.0
"cat__lat_long_34.003553, -118.308933",0.0,0.0
"cat__lat_long_33.958149, -118.308441",0.0,0.0
"cat__lat_long_34.004379, -117.447864",0.0,0.0
"cat__lat_long_34.005439, -118.477507",0.0,0.0
"cat__lat_long_34.00709, -118.258681",0.0,0.0
"cat__lat_long_34.007353, -118.033683",0.0,0.0
"cat__lat_long_34.008293, -118.346766",0.0,0.0
"cat__lat_long_34.015217, -118.109962",0.0,0.0
"cat__lat_long_34.015481, -118.493231",0.0,0.0
"cat__lat_long_34.017697, -118.200577",0.0,0.0
"cat__lat_long_33.992416, -117.807874",0.0,0.0
"cat__lat_long_33.991782, -118.479229",0.0,0.0
"cat__lat_long_33.990646, -117.663025",0.0,0.0
"cat__lat_long_33.989524, -118.089299",0.0,0.0
"cat__lat_long_33.960891, -118.032222",0.0,0.0
"cat__lat_long_33.964131, -118.272783",0.0,0.0
"cat__lat_long_33.970343, -118.171368",0.0,0.0
"cat__lat_long_33.970661, -117.255039",0.0,0.0
"cat__lat_long_33.972119, -118.020188",0.0,0.0
"cat__lat_long_33.972293, -116.654195",0.0,0.0
"cat__lat_long_33.973616, -118.24902",0.0,0.0
"cat__lat_long_33.975332, -118.355252",0.0,0.0
"cat__lat_long_33.976328, -117.319786",0.0,0.0
"cat__lat_long_33.976678, -118.065875",0.0,0.0
"cat__lat_long_33.976753, -117.897367",0.0,0.0
"cat__lat_long_33.977468, -118.445475",0.0,0.0
"cat__lat_long_33.97803, -118.217141",0.0,0.0
"cat__lat_long_33.982787, -117.057627",0.0,0.0
"cat__lat_long_33.987945, -118.370442",0.0,0.0
"cat__lat_long_33.988543, -118.334081",0.0,0.0
"cat__lat_long_33.988572, -118.186565",0.0,0.0
"cat__lat_long_34.103578, -117.04054",0.0,0.0
"cat__lat_long_34.105493, -117.660934",0.0,0.0
"cat__lat_long_34.105935, -117.2914",0.0,0.0
"cat__lat_long_34.274846, -116.937581",0.0,0.0
"cat__lat_long_34.250069, -117.393949",0.0,0.0
"cat__lat_long_34.255203, -117.175654",0.0,0.0
"cat__lat_long_34.255442, -118.421314",0.0,0.0
"cat__lat_long_34.2565, -117.19335",0.0,0.0
"cat__lat_long_34.264124, -114.717964",0.0,0.0
"cat__lat_long_34.266389, -118.459744",0.0,0.0
"cat__lat_long_34.269449, -118.768471",0.0,0.0
"cat__lat_long_34.273872, -114.192901",0.0,0.0
"cat__lat_long_34.278697, -119.167798",0.0,0.0
"cat__lat_long_34.245289, -117.642503",0.0,0.0
"cat__lat_long_34.278967, -116.773825",0.0,0.0
"cat__lat_long_34.279221, -119.221437",0.0,0.0
"cat__lat_long_34.281911, -118.556218",0.0,0.0
"cat__lat_long_34.282704, -118.312929",0.0,0.0
"cat__lat_long_34.286131, -118.435969",0.0,0.0
"cat__lat_long_34.291273, -118.505104",0.0,0.0
"cat__lat_long_34.294142, -118.603883",0.0,0.0
"cat__lat_long_34.296574, -118.244839",0.0,0.0
"cat__lat_long_34.248061, -117.29028",0.0,0.0
"cat__lat_long_34.244411, -117.072654",0.0,0.0
"cat__lat_long_34.106922, -117.297553",0.0,0.0
"cat__lat_long_34.227846, -119.079903",0.0,0.0
"cat__lat_long_34.207295, -118.400022",0.0,0.0
"cat__lat_long_34.209532, -118.577563",0.0,0.0
"cat__lat_long_34.2112, -118.230625",0.0,0.0
"cat__lat_long_34.213049, -118.317651",0.0,0.0
"cat__lat_long_34.214054, -118.88109",0.0,0.0
"cat__lat_long_34.223244, -119.18012",0.0,0.0
"cat__lat_long_34.223768, -118.445461",0.0,0.0
"cat__lat_long_34.224377, -118.632656",0.0,0.0
"cat__lat_long_34.231053, -118.338307",0.0,0.0
"cat__lat_long_34.243088, -116.830015",0.0,0.0
"cat__lat_long_34.231318, -117.662032",0.0,0.0
"cat__lat_long_34.234912, -118.153729",0.0,0.0
"cat__lat_long_34.236683, -118.517588",0.0,0.0
"cat__lat_long_34.238162, -117.534306",0.0,0.0
"cat__lat_long_34.238208, -118.55029",0.0,0.0
"cat__lat_long_34.238802, -118.482296",0.0,0.0
"cat__lat_long_34.239636, -118.245259",0.0,0.0
"cat__lat_long_34.242058, -116.89802",0.0,0.0
"cat__lat_long_34.296813, -118.685703",0.0,0.0
"cat__lat_long_34.297628, -119.014627",0.0,0.0
"cat__lat_long_34.312945, -118.858169",0.0,0.0
"cat__lat_long_34.500091, -117.765862",0.0,0.0
"cat__lat_long_34.445239, -117.894868",0.0,0.0
"cat__lat_long_34.457005, -118.573726",0.0,0.0
"cat__lat_long_34.457541, -119.631072",0.0,0.0
"cat__lat_long_37.474396, -120.875917",0.0,0.0
"cat__lat_long_34.459322, -117.629729",0.0,0.0
"cat__lat_long_34.460197, -119.802602",0.0,0.0
"cat__lat_long_34.486835, -117.362274",0.0,0.0
"cat__lat_long_34.489983, -120.091246",0.0,0.0
"cat__lat_long_34.501452, -118.207862",0.0,0.0
"cat__lat_long_34.321621, -118.399841",0.0,0.0
"cat__lat_long_34.502432, -118.41459",0.0,0.0
"cat__lat_long_34.505273, -117.955054",0.0,0.0
"cat__lat_long_34.506627, -118.699048",0.0,0.0
"cat__lat_long_34.508417, -116.856103",0.0,0.0
"cat__lat_long_34.536232, -118.082935",0.0,0.0
"cat__lat_long_34.55082, -117.122396",0.0,0.0
"cat__lat_long_34.557711, -118.029441",0.0,0.0
"cat__lat_long_34.559882, -115.637164",0.0,0.0
"cat__lat_long_34.441398, -119.513163",0.0,0.0
"cat__lat_long_34.441123, -117.537886",0.0,0.0
"cat__lat_long_34.43987, -118.644609",0.0,0.0
"cat__lat_long_34.438581, -119.685368",0.0,0.0
"cat__lat_long_34.341737, -116.539416",0.0,0.0
"cat__lat_long_34.358321, -117.618263",0.0,0.0
"cat__lat_long_34.360261, -119.306383",0.0,0.0
"cat__lat_long_34.361387, -117.337509",0.0,0.0
"cat__lat_long_34.364153, -118.615583",0.0,0.0
"cat__lat_long_34.370378, -118.504118",0.0,0.0
"cat__lat_long_34.39583, -117.734568",0.0,0.0
"cat__lat_long_34.402343, -119.094824",0.0,0.0
"cat__lat_long_34.404544, -119.302118",0.0,0.0
"cat__lat_long_34.406256, -119.726936",0.0,0.0
"cat__lat_long_34.408161, -118.865111",0.0,0.0
"cat__lat_long_34.419203, -119.710008",0.0,0.0
"cat__lat_long_34.420998, -119.60137",0.0,0.0
"cat__lat_long_34.422519, -118.420717",0.0,0.0
"cat__lat_long_34.424926, -117.184503",0.0,0.0
"cat__lat_long_34.432843, -118.730106",0.0,0.0
"cat__lat_long_34.437945, -119.77191",0.0,0.0
"cat__lat_long_34.205504, -118.993111",0.0,0.0
"cat__lat_long_34.202494, -118.448048",0.0,0.0
"cat__lat_long_34.201108, -116.593456",0.0,0.0
"cat__lat_long_34.139402, -118.128658",0.0,0.0
"cat__lat_long_34.136306, -118.26036",0.0,0.0
"cat__lat_long_34.136367, -117.460803",0.0,0.0
"cat__lat_long_34.13658, -118.245839",0.0,0.0
"cat__lat_long_34.137319, -118.029837",0.0,0.0
"cat__lat_long_34.137411, -118.328915",0.0,0.0
"cat__lat_long_34.137412, -118.207607",0.0,0.0
"cat__lat_long_34.137742, -114.36514",0.0,0.0
"cat__lat_long_34.139082, -118.39275",0.0,0.0
"cat__lat_long_34.13946, -118.166649",0.0,0.0
"cat__lat_long_34.15136, -118.364786",0.0,0.0
"cat__lat_long_34.141146, -117.655583",0.0,0.0
"cat__lat_long_34.142747, -117.300864",0.0,0.0
"cat__lat_long_34.144703, -117.770299",0.0,0.0
"cat__lat_long_34.145695, -117.95982",0.0,0.0
"cat__lat_long_34.14649, -117.849815",0.0,0.0
"cat__lat_long_34.146635, -118.139225",0.0,0.0
"cat__lat_long_34.146957, -118.432138",0.0,0.0
"cat__lat_long_34.147149, -118.463365",0.0,0.0
"cat__lat_long_34.133809, -117.523724",0.0,0.0
"cat__lat_long_34.132275, -117.611478",0.0,0.0
"cat__lat_long_34.130992, -118.894673",0.0,0.0
"cat__lat_long_34.130861, -118.68346",0.0,0.0
"cat__lat_long_34.108455, -118.362081",0.0,0.0
"cat__lat_long_34.108833, -118.229715",0.0,0.0
"cat__lat_long_34.109775, -117.378904",0.0,0.0
"cat__lat_long_34.110124, -119.100972",0.0,0.0
"cat__lat_long_34.110444, -118.156957",0.0,0.0
"cat__lat_long_34.110845, -118.259595",0.0,0.0
"cat__lat_long_34.114772, -118.089431",0.0,0.0
"cat__lat_long_34.115192, -118.61017",0.0,0.0
"cat__lat_long_34.11572, -118.192754",0.0,0.0
"cat__lat_long_34.119363, -117.855059",0.0,0.0
"cat__lat_long_34.122501, -117.320138",0.0,0.0
"cat__lat_long_34.122671, -118.112911",0.0,0.0
"cat__lat_long_34.127194, -118.295647",0.0,0.0
"cat__lat_long_34.127621, -117.717863",0.0,0.0
"cat__lat_long_34.128284, -118.047732",0.0,0.0
"cat__lat_long_34.129058, -118.759788",0.0,0.0
"cat__lat_long_34.129677, -117.154277",0.0,0.0
"cat__lat_long_34.150354, -118.518292",0.0,0.0
"cat__lat_long_34.1528, -118.000482",0.0,0.0
"cat__lat_long_34.200175, -118.540958",0.0,0.0
"cat__lat_long_34.186211, -117.07683",0.0,0.0
"cat__lat_long_34.174493, -117.87068",0.0,0.0
"cat__lat_long_34.177267, -118.31003",0.0,0.0
"cat__lat_long_34.178068, -118.615714",0.0,0.0
"cat__lat_long_34.17847, -118.459472",0.0,0.0
"cat__lat_long_34.178483, -118.431791",0.0,0.0
"cat__lat_long_34.182378, -118.262922",0.0,0.0
"cat__lat_long_34.183286, -117.221722",0.0,0.0
"cat__lat_long_34.18454, -119.224666",0.0,0.0
"cat__lat_long_34.187599, -118.387125",0.0,0.0
"cat__lat_long_34.152875, -118.486056",0.0,0.0
"cat__lat_long_34.188339, -118.300942",0.0,0.0
"cat__lat_long_34.191842, -118.822796",0.0,0.0
"cat__lat_long_34.19225, -118.776874",0.0,0.0
"cat__lat_long_34.195386, -118.238508",0.0,0.0
"cat__lat_long_34.195685, -118.490752",0.0,0.0
"cat__lat_long_34.196837, -118.142236",0.0,0.0
"cat__lat_long_34.19829, -118.602203",0.0,0.0
"cat__lat_long_34.199787, -118.68493",0.0,0.0
"cat__lat_long_34.174215, -118.345928",0.0,0.0
"cat__lat_long_34.17211, -115.769773",0.0,0.0
"cat__lat_long_34.172071, -118.946262",0.0,0.0
"cat__lat_long_34.17051, -118.289463",0.0,0.0
"cat__lat_long_34.153338, -118.262974",0.0,0.0
"cat__lat_long_34.153733, -118.593408",0.0,0.0
"cat__lat_long_34.156629, -119.117218",0.0,0.0
"cat__lat_long_34.156758, -117.404686",0.0,0.0
"cat__lat_long_34.157137, -118.548511",0.0,0.0
"cat__lat_long_34.159007, -118.087353",0.0,0.0
"cat__lat_long_34.159534, -116.425984",0.0,0.0
"cat__lat_long_34.162515, -118.203869",0.0,0.0
"cat__lat_long_34.165383, -118.123752",0.0,0.0
"cat__lat_long_34.165783, -118.399795",0.0,0.0
"cat__lat_long_34.167236, -116.281511",0.0,0.0
"cat__lat_long_34.167465, -118.165327",0.0,0.0
"cat__lat_long_34.1678, -116.86433",0.0,0.0
"cat__lat_long_34.167926, -118.267539",0.0,0.0
"cat__lat_long_34.168686, -118.057505",0.0,0.0
"cat__lat_long_34.1692, -118.372498",0.0,0.0
"cat__lat_long_34.169706, -118.323548",0.0,0.0
"cat__lat_long_37.4695, -120.672724",0.0,0.0
"cat__lat_long_37.553469, -120.952825",0.0,0.0
"cat__lat_long_37.479926, -120.230424",0.0,0.0
"cat__lat_long_39.239818, -123.565432",0.0,0.0
"cat__lat_long_39.203817, -121.19584",0.0,0.0
"cat__lat_long_39.218096, -120.79153",0.0,0.0
"cat__lat_long_39.220368, -122.907693",0.0,0.0
"cat__lat_long_39.222323, -122.985488",0.0,0.0
"cat__lat_long_39.225634, -121.156163",0.0,0.0
"cat__lat_long_39.225694, -123.717354",0.0,0.0
"cat__lat_long_39.227434, -120.091806",0.0,0.0
"cat__lat_long_39.23754, -120.720196",0.0,0.0
"cat__lat_long_39.24124, -120.054765",0.0,0.0
"cat__lat_long_39.19514, -121.503883",0.0,0.0
"cat__lat_long_39.245911, -123.77214",0.0,0.0
"cat__lat_long_39.246654, -120.029273",0.0,0.0
"cat__lat_long_39.258746, -121.77697",0.0,0.0
"cat__lat_long_39.273096, -122.050763",0.0,0.0
"cat__lat_long_39.279068, -120.414275",0.0,0.0
"cat__lat_long_39.281194, -122.226568",0.0,0.0
"cat__lat_long_39.288127, -122.415841",0.0,0.0
"cat__lat_long_39.292334, -121.320597",0.0,0.0
"cat__lat_long_39.197215, -120.83679",0.0,0.0
"cat__lat_long_39.194539, -120.988066",0.0,0.0
"cat__lat_long_39.745712, -121.84333",0.0,0.0
"cat__lat_long_39.117537, -122.284654",0.0,0.0
"cat__lat_long_39.075694, -121.70606",0.0,0.0
"cat__lat_long_39.080469, -122.955176",0.0,0.0
"cat__lat_long_39.082568, -121.55325",0.0,0.0
"cat__lat_long_39.084645, -120.894014",0.0,0.0
"cat__lat_long_39.094102, -123.500853",0.0,0.0
"cat__lat_long_39.099204, -121.137962",0.0,0.0
"cat__lat_long_39.108252, -123.645121",0.0,0.0
"cat__lat_long_39.117018, -120.212535",0.0,0.0
"cat__lat_long_39.12334, -122.838198",0.0,0.0
"cat__lat_long_39.191797, -120.212401",0.0,0.0
"cat__lat_long_39.125311, -121.392283",0.0,0.0
"cat__lat_long_39.134075, -123.23422",0.0,0.0
"cat__lat_long_39.141934, -122.770679",0.0,0.0
"cat__lat_long_39.170376, -120.838404",0.0,0.0
"cat__lat_long_39.172777, -121.805845",0.0,0.0
"cat__lat_long_39.176595, -121.291692",0.0,0.0
"cat__lat_long_39.178337, -120.162806",0.0,0.0
"cat__lat_long_39.182916, -123.552571",0.0,0.0
"cat__lat_long_39.298065, -123.25211",0.0,0.0
"cat__lat_long_39.305545, -123.743697",0.0,0.0
"cat__lat_long_39.333737, -120.858667",0.0,0.0
"cat__lat_long_39.600599, -120.636358",0.0,0.0
"cat__lat_long_39.531028, -121.24807",0.0,0.0
"cat__lat_long_39.53222, -122.594879",0.0,0.0
"cat__lat_long_39.559709, -120.345639",0.0,0.0
"cat__lat_long_39.562239, -121.14836",0.0,0.0
"cat__lat_long_39.564113, -120.868836",0.0,0.0
"cat__lat_long_39.578792, -120.780786",0.0,0.0
"cat__lat_long_39.58458, -121.093256",0.0,0.0
"cat__lat_long_39.597975, -122.032248",0.0,0.0
"cat__lat_long_39.607831, -121.777959",0.0,0.0
"cat__lat_long_39.34128, -120.786867",0.0,0.0
"cat__lat_long_39.624561, -121.552866",0.0,0.0
"cat__lat_long_39.637471, -120.226338",0.0,0.0
"cat__lat_long_39.657228, -121.37778",0.0,0.0
"cat__lat_long_39.672813, -120.456699",0.0,0.0
"cat__lat_long_39.681488, -121.83721",0.0,0.0
"cat__lat_long_39.69676, -121.644379",0.0,0.0
"cat__lat_long_39.710591, -123.682799",0.0,0.0
"cat__lat_long_39.724433, -123.767578",0.0,0.0
"cat__lat_long_39.495768, -121.747472",0.0,0.0
"cat__lat_long_39.493991, -122.286363",0.0,0.0
"cat__lat_long_39.492046, -123.375818",0.0,0.0
"cat__lat_long_39.473896, -121.415927",0.0,0.0
"cat__lat_long_39.342498, -120.247127",0.0,0.0
"cat__lat_long_39.342587, -121.249833",0.0,0.0
"cat__lat_long_39.346898, -121.759537",0.0,0.0
"cat__lat_long_39.361283, -123.784599",0.0,0.0
"cat__lat_long_39.381174, -121.21191",0.0,0.0
"cat__lat_long_39.396585, -121.38029",0.0,0.0
"cat__lat_long_39.408634, -123.045516",0.0,0.0
"cat__lat_long_39.423046, -120.984472",0.0,0.0
"cat__lat_long_39.424957, -122.039307",0.0,0.0
"cat__lat_long_39.432127, -121.099287",0.0,0.0
"cat__lat_long_39.435756, -121.552071",0.0,0.0
"cat__lat_long_39.440687, -121.263583",0.0,0.0
"cat__lat_long_39.449794, -121.936372",0.0,0.0
"cat__lat_long_39.455555, -123.683979",0.0,0.0
"cat__lat_long_39.457388, -121.818201",0.0,0.0
"cat__lat_long_39.461768, -121.195825",0.0,0.0
"cat__lat_long_39.467828, -120.841386",0.0,0.0
"cat__lat_long_39.07116, -122.598542",0.0,0.0
"cat__lat_long_39.068071, -121.832638",0.0,0.0
"cat__lat_long_39.061227, -120.179546",0.0,0.0
"cat__lat_long_38.735789, -119.85798",0.0,0.0
"cat__lat_long_38.715498, -121.363411",0.0,0.0
"cat__lat_long_38.71967, -121.862416",0.0,0.0
"cat__lat_long_38.724322, -120.991237",0.0,0.0
"cat__lat_long_38.731055, -123.316553",0.0,0.0
"cat__lat_long_38.731771, -123.064272",0.0,0.0
"cat__lat_long_38.733714, -120.795213",0.0,0.0
"cat__lat_long_38.733908, -120.453416",0.0,0.0
"cat__lat_long_38.734997, -121.463719",0.0,0.0
"cat__lat_long_38.736685, -121.251984",0.0,0.0
"cat__lat_long_38.803731, -121.043799",0.0,0.0
"cat__lat_long_38.748316, -120.675512",0.0,0.0
"cat__lat_long_38.749466, -121.184196",0.0,0.0
"cat__lat_long_38.759751, -121.288545",0.0,0.0
"cat__lat_long_38.766036, -120.209673",0.0,0.0
"cat__lat_long_38.784329, -121.373245",0.0,0.0
"cat__lat_long_38.787446, -122.58675",0.0,0.0
"cat__lat_long_38.788898, -121.608624",0.0,0.0
"cat__lat_long_38.7904, -121.236973",0.0,0.0
"cat__lat_long_38.696659, -123.436861",0.0,0.0
"cat__lat_long_38.69549, -121.307864",0.0,0.0
"cat__lat_long_38.69508, -121.271616",0.0,0.0
"cat__lat_long_38.694081, -121.694431",0.0,0.0
"cat__lat_long_38.636052, -119.489162",0.0,0.0
"cat__lat_long_38.636102, -120.522149",0.0,0.0
"cat__lat_long_38.646096, -121.442433",0.0,0.0
"cat__lat_long_38.646209, -121.52446",0.0,0.0
"cat__lat_long_38.652065, -121.25441",0.0,0.0
"cat__lat_long_38.660442, -121.346321",0.0,0.0
"cat__lat_long_38.671295, -121.388251",0.0,0.0
"cat__lat_long_38.672638, -121.147403",0.0,0.0
"cat__lat_long_38.672708, -122.403219",0.0,0.0
"cat__lat_long_38.674276, -121.961866",0.0,0.0
"cat__lat_long_38.681651, -122.130569",0.0,0.0
"cat__lat_long_38.683605, -120.811852",0.0,0.0
"cat__lat_long_38.684437, -121.055634",0.0,0.0
"cat__lat_long_38.687367, -121.34848",0.0,0.0
"cat__lat_long_38.688764, -121.457596",0.0,0.0
"cat__lat_long_38.689174, -121.218435",0.0,0.0
"cat__lat_long_38.691607, -121.602284",0.0,0.0
"cat__lat_long_38.801936, -122.938935",0.0,0.0
"cat__lat_long_38.805481, -120.13287",0.0,0.0
"cat__lat_long_39.045246, -122.743181",0.0,0.0
"cat__lat_long_38.983388, -120.988814",0.0,0.0
"cat__lat_long_38.931425, -121.946081",0.0,0.0
"cat__lat_long_38.93496, -122.792243",0.0,0.0
"cat__lat_long_38.93706, -123.118111",0.0,0.0
"cat__lat_long_38.9386, -120.785514",0.0,0.0
"cat__lat_long_38.954144, -121.482536",0.0,0.0
"cat__lat_long_38.965804, -122.631779",0.0,0.0
"cat__lat_long_38.966713, -123.586412",0.0,0.0
"cat__lat_long_38.982373, -122.047751",0.0,0.0
"cat__lat_long_38.984756, -121.345074",0.0,0.0
"cat__lat_long_38.809175, -121.171375",0.0,0.0
"cat__lat_long_38.99003, -121.114408",0.0,0.0
"cat__lat_long_39.003358, -121.022539",0.0,0.0
"cat__lat_long_39.00978, -120.978273",0.0,0.0
"cat__lat_long_39.025867, -123.381544",0.0,0.0
"cat__lat_long_39.02741, -121.614982",0.0,0.0
"cat__lat_long_39.031876, -120.811141",0.0,0.0
"cat__lat_long_39.033058, -121.895718",0.0,0.0
"cat__lat_long_39.043387, -121.409837",0.0,0.0
"cat__lat_long_38.925545, -122.549083",0.0,0.0
"cat__lat_long_38.922812, -121.312005",0.0,0.0
"cat__lat_long_38.921333, -120.897718",0.0,0.0
"cat__lat_long_38.912881, -121.082766",0.0,0.0
"cat__lat_long_38.809804, -122.241383",0.0,0.0
"cat__lat_long_38.815515, -120.916997",0.0,0.0
"cat__lat_long_38.823278, -121.281856",0.0,0.0
"cat__lat_long_38.830739, -122.196202",0.0,0.0
"cat__lat_long_38.833554, -121.498102",0.0,0.0
"cat__lat_long_38.834469, -122.127193",0.0,0.0
"cat__lat_long_38.838088, -122.73203",0.0,0.0
"cat__lat_long_38.848082, -123.50608",0.0,0.0
"cat__lat_long_38.851842, -120.076204",0.0,0.0
"cat__lat_long_38.852544, -120.837669",0.0,0.0
"cat__lat_long_38.859093, -121.182872",0.0,0.0
"cat__lat_long_38.875508, -121.765866",0.0,0.0
"cat__lat_long_38.880622, -120.973865",0.0,0.0
"cat__lat_long_38.883224, -121.15918",0.0,0.0
"cat__lat_long_38.888351, -123.239647",0.0,0.0
"cat__lat_long_38.911299, -123.609588",0.0,0.0
"cat__lat_long_38.911577, -120.106169",0.0,0.0
"cat__lat_long_39.732767, -122.042298",0.0,0.0
"cat__lat_long_39.745805, -120.580882",0.0,0.0
"cat__lat_long_37.483535, -119.679414",0.0,0.0
"cat__lat_long_41.162295, -124.027381",0.0,0.0
"cat__lat_long_41.027281, -120.669427",0.0,0.0
"cat__lat_long_41.042003, -120.506086",0.0,0.0
"cat__lat_long_41.081847, -122.700545",0.0,0.0
"cat__lat_long_41.082472, -121.195215",0.0,0.0
"cat__lat_long_41.083464, -121.107929",0.0,0.0
"cat__lat_long_41.096569, -121.879082",0.0,0.0
"cat__lat_long_41.10831, -121.360362",0.0,0.0
"cat__lat_long_41.121108, -122.336613",0.0,0.0
"cat__lat_long_41.163637, -123.704841",0.0,0.0
"cat__lat_long_40.965011, -124.015255",0.0,0.0
"cat__lat_long_41.171578, -120.913161",0.0,0.0
"cat__lat_long_41.212695, -122.392067",0.0,0.0
"cat__lat_long_41.232128, -123.194748",0.0,0.0
"cat__lat_long_41.251322, -122.105209",0.0,0.0
"cat__lat_long_41.266008, -120.490731",0.0,0.0
"cat__lat_long_41.269521, -123.546958",0.0,0.0
"cat__lat_long_41.280341, -120.150381",0.0,0.0
"cat__lat_long_41.280478, -121.160249",0.0,0.0
"cat__lat_long_41.017282, -121.468945",0.0,0.0
"cat__lat_long_40.949012, -123.655847",0.0,0.0
"cat__lat_long_39.748037, -122.302169",0.0,0.0
"cat__lat_long_40.839958, -124.003757",0.0,0.0
"cat__lat_long_40.740138, -122.587476",0.0,0.0
"cat__lat_long_40.759401, -122.939337",0.0,0.0
"cat__lat_long_40.7666, -123.80458",0.0,0.0
"cat__lat_long_40.775272, -123.287414",0.0,0.0
"cat__lat_long_40.789799, -121.474529",0.0,0.0
"cat__lat_long_40.796621, -124.15428",0.0,0.0
"cat__lat_long_40.809636, -124.189977",0.0,0.0
"cat__lat_long_40.825486, -124.049485",0.0,0.0
"cat__lat_long_40.845738, -120.322219",0.0,0.0
"cat__lat_long_40.946785, -121.719489",0.0,0.0
"cat__lat_long_40.854512, -123.450097",0.0,0.0
"cat__lat_long_40.877552, -121.885884",0.0,0.0
"cat__lat_long_40.883853, -122.418258",0.0,0.0
"cat__lat_long_40.89866, -123.539754",0.0,0.0
"cat__lat_long_40.913192, -123.06597",0.0,0.0
"cat__lat_long_40.923558, -122.059933",0.0,0.0
"cat__lat_long_40.936285, -121.572692",0.0,0.0
"cat__lat_long_40.94338, -123.831799",0.0,0.0
"cat__lat_long_41.336354, -124.044354",0.0,0.0
"cat__lat_long_41.33832, -122.290756",0.0,0.0
"cat__lat_long_41.388397, -122.794636",0.0,0.0
cat__online_backup_No internet service,0.0,0.0
"cat__lat_long_41.924174, -123.260788",0.0,0.0
"cat__lat_long_41.932207, -120.135941",0.0,0.0
"cat__lat_long_41.949216, -122.050062",0.0,0.0
"cat__lat_long_41.950683, -124.097094",0.0,0.0
"cat__lat_long_41.962127, -122.527696",0.0,0.0
cat__multiple_lines_No phone service,0.0,0.0
cat__internet_service_No,0.0,0.0
cat__online_security_No internet service,0.0,0.0
cat__device_protection_No internet service,0.0,0.0
"cat__lat_long_41.405193, -123.008567",0.0,0.0
cat__tech_support_No internet service,0.0,0.0
cat__streaming_tv_No internet service,0.0,0.0
cat__streaming_movies_No internet service,0.0,0.0
cat__state_abbrev_CA,0.0,0.0
cat__state_fips_06,0.0,0.0
cat__state_name_California,0.0,0.0
cat__tenure_bucket_0-6,0.0,0.0
cat__tenure_bucket_48-72,0.0,0.0
"cat__lat_long_41.867908, -123.794144",0.0,0.0
"cat__lat_long_41.831901, -123.487478",0.0,0.0
"cat__lat_long_41.816595, -122.948287",0.0,0.0
"cat__lat_long_41.813521, -121.492666",0.0,0.0
"cat__lat_long_41.411315, -122.697236",0.0,0.0
"cat__lat_long_41.444606, -123.471895",0.0,0.0
"cat__lat_long_41.465121, -122.380947",0.0,0.0
"cat__lat_long_41.468877, -120.54229",0.0,0.0
"cat__lat_long_41.486953, -120.913975",0.0,0.0
"cat__lat_long_41.505916, -120.152505",0.0,0.0
"cat__lat_long_41.528541, -122.955018",0.0,0.0
"cat__lat_long_41.572813, -124.035011",0.0,0.0
"cat__lat_long_41.5837, -122.935922",0.0,0.0
"cat__lat_long_41.599978, -122.539381",0.0,0.0
"cat__lat_long_41.701223, -124.003393",0.0,0.0
"cat__lat_long_41.729079, -120.225025",0.0,0.0
"cat__lat_long_41.737962, -123.07557",0.0,0.0
"cat__lat_long_41.750354, -120.403885",0.0,0.0
"cat__lat_long_41.759864, -122.379175",0.0,0.0
"cat__lat_long_41.764869, -122.671316",0.0,0.0
"cat__lat_long_41.769709, -121.92063",0.0,0.0
"cat__lat_long_40.737431, -124.108897",0.0,0.0
"cat__lat_long_40.726949, -124.217378",0.0,0.0
"cat__lat_long_40.722733, -122.109666",0.0,0.0
"cat__lat_long_40.166028, -123.584144",0.0,0.0
"cat__lat_long_40.053159, -123.995867",0.0,0.0
"cat__lat_long_40.053684, -120.743116",0.0,0.0
"cat__lat_long_40.057784, -123.679461",0.0,0.0
"cat__lat_long_40.059385, -122.091481",0.0,0.0
